"week","inventory_needed","number_of_items_needed"
16,"BPEM400P1P",35
17,"BPEM400P1P",33
18,"BPEM400P1P",31
19,"BPEM400P1P",29
20,"BPEM400P1P",27
21,"BPEM400P1P",25
22,"BPEM400P1P",23
23,"BPEM400P1P",22
24,"BPEM400P1P",20
25,"BPEM400P1P",19
26,"BPEM400P1P",18
27,"BPEM400P1P",17
28,"BPEM400P1P",16
29,"BPEM400P1P",15
30,"BPEM400P1P",14
31,"BPEM400P1P",13
32,"BPEM400P1P",12
33,"BPEM400P1P",11
34,"BPEM400P1P",10
35,"BPEM400P1P",10
36,"BPEM400P1P",9
37,"BPEM400P1P",8
38,"BPEM400P1P",8
39,"BPEM400P1P",7
40,"BPEM400P1P",7
41,"BPEM400P1P",6
42,"BPEM400P1P",6
43,"BPEM400P1P",5
44,"BPEM400P1P",5
45,"BPEM400P1P",5
46,"BPEM400P1P",4
47,"BPEM400P1P",4
48,"BPEM400P1P",4
49,"BPEM400P1P",4
50,"BPEM400P1P",3
51,"BPEM400P1P",3
52,"BPEM400P1P",3
53,"BPEM400P1P",3
1,"BPENF50P2RDWE",63
2,"BPENF50P2RDWE",15
3,"BPENF50P2RDWE",16
4,"BPENF50P2RDWE",16
5,"BPENF50P2RDWE",16
6,"BPENF50P2RDWE",17
7,"BPENF50P2RDWE",17
8,"BPENF50P2RDWE",18
9,"BPENF50P2RDWE",18
10,"BPENF50P2RDWE",18
11,"BPENF50P2RDWE",19
12,"BPENF50P2RDWE",19
13,"BPENF50P2RDWE",20
14,"BPENF50P2RDWE",20
15,"BPENF50P2RDWE",20
16,"BPENF50P2RDWE",21
17,"BPENF50P2RDWE",21
18,"BPENF50P2RDWE",22
19,"BPENF50P2RDWE",22
20,"BPENF50P2RDWE",23
21,"BPENF50P2RDWE",23
22,"BPENF50P2RDWE",24
23,"BPENF50P2RDWE",24
24,"BPENF50P2RDWE",25
25,"BPENF50P2RDWE",25
26,"BPENF50P2RDWE",26
27,"BPENF50P2RDWE",26
28,"BPENF50P2RDWE",27
29,"BPENF50P2RDWE",28
30,"BPENF50P2RDWE",28
31,"BPENF50P2RDWE",29
32,"BPENF50P2RDWE",29
33,"BPENF50P2RDWE",30
34,"BPENF50P2RDWE",31
35,"BPENF50P2RDWE",31
36,"BPENF50P2RDWE",32
37,"BPENF50P2RDWE",33
38,"BPENF50P2RDWE",33
39,"BPENF50P2RDWE",34
40,"BPENF50P2RDWE",35
41,"BPENF50P2RDWE",36
42,"BPENF50P2RDWE",36
43,"BPENF50P2RDWE",37
44,"BPENF50P2RDWE",38
45,"BPENF50P2RDWE",39
46,"BPENF50P2RDWE",40
47,"BPENF50P2RDWE",41
48,"BPENF50P2RDWE",41
49,"BPENF50P2RDWE",42
50,"BPENF50P2RDWE",43
51,"BPENF50P2RDWE",44
52,"BPENF50P2RDWE",45
53,"BPENF50P2RDWE",46
1,"BPENG200P2PWE",111
2,"BPENG200P2PWE",31
3,"BPENG200P2PWE",31
4,"BPENG200P2PWE",32
5,"BPENG200P2PWE",32
6,"BPENG200P2PWE",33
7,"BPENG200P2PWE",34
8,"BPENG200P2PWE",34
9,"BPENG200P2PWE",35
10,"BPENG200P2PWE",35
11,"BPENG200P2PWE",36
12,"BPENG200P2PWE",37
13,"BPENG200P2PWE",38
14,"BPENG200P2PWE",38
15,"BPENG200P2PWE",39
16,"BPENG200P2PWE",40
17,"BPENG200P2PWE",40
18,"BPENG200P2PWE",41
19,"BPENG200P2PWE",42
20,"BPENG200P2PWE",43
21,"BPENG200P2PWE",44
22,"BPENG200P2PWE",44
23,"BPENG200P2PWE",45
24,"BPENG200P2PWE",46
25,"BPENG200P2PWE",47
26,"BPENG200P2PWE",48
27,"BPENG200P2PWE",49
28,"BPENG200P2PWE",50
29,"BPENG200P2PWE",51
30,"BPENG200P2PWE",52
31,"BPENG200P2PWE",53
32,"BPENG200P2PWE",54
33,"BPENG200P2PWE",55
34,"BPENG200P2PWE",56
35,"BPENG200P2PWE",57
36,"BPENG200P2PWE",58
37,"BPENG200P2PWE",59
38,"BPENG200P2PWE",60
39,"BPENG200P2PWE",61
40,"BPENG200P2PWE",62
41,"BPENG200P2PWE",63
42,"BPENG200P2PWE",65
43,"BPENG200P2PWE",66
44,"BPENG200P2PWE",67
45,"BPENG200P2PWE",68
46,"BPENG200P2PWE",70
47,"BPENG200P2PWE",71
48,"BPENG200P2PWE",72
49,"BPENG200P2PWE",74
50,"BPENG200P2PWE",75
51,"BPENG200P2PWE",76
52,"BPENG200P2PWE",78
53,"BPENG200P2PWE",79
1,"BPENG25P2PWE",999
2,"BPENG25P2PWE",0
3,"BPENG25P2PWE",0
4,"BPENG25P2PWE",0
5,"BPENG25P2PWE",0
6,"BPENG25P2PWE",0
7,"BPENG25P2PWE",0
8,"BPENG25P2PWE",0
9,"BPENG25P2PWE",0
10,"BPENG25P2PWE",0
11,"BPENG25P2PWE",0
12,"BPENG25P2PWE",0
13,"BPENG25P2PWE",0
14,"BPENG25P2PWE",0
15,"BPENG25P2PWE",0
16,"BPENG25P2PWE",0
17,"BPENG25P2PWE",0
18,"BPENG25P2PWE",0
19,"BPENG25P2PWE",0
20,"BPENG25P2PWE",0
21,"BPENG25P2PWE",0
22,"BPENG25P2PWE",0
23,"BPENG25P2PWE",0
24,"BPENG25P2PWE",0
25,"BPENG25P2PWE",0
26,"BPENG25P2PWE",0
27,"BPENG25P2PWE",0
28,"BPENG25P2PWE",0
29,"BPENG25P2PWE",0
30,"BPENG25P2PWE",0
31,"BPENG25P2PWE",0
32,"BPENG25P2PWE",0
33,"BPENG25P2PWE",0
34,"BPENG25P2PWE",0
35,"BPENG25P2PWE",0
36,"BPENG25P2PWE",0
37,"BPENG25P2PWE",0
38,"BPENG25P2PWE",0
39,"BPENG25P2PWE",0
40,"BPENG25P2PWE",0
41,"BPENG25P2PWE",0
42,"BPENG25P2PWE",0
43,"BPENG25P2PWE",0
44,"BPENG25P2PWE",0
45,"BPENG25P2PWE",1
46,"BPENG25P2PWE",3
47,"BPENG25P2PWE",7
48,"BPENG25P2PWE",15
49,"BPENG25P2PWE",31
50,"BPENG25P2PWE",62
51,"BPENG25P2PWE",125
52,"BPENG25P2PWE",250
53,"BPENG25P2PWE",500
1,"BPONG100P2PWE",228
2,"BPONG100P2PWE",46
3,"BPONG100P2PWE",48
4,"BPONG100P2PWE",49
5,"BPONG100P2PWE",50
6,"BPONG100P2PWE",51
7,"BPONG100P2PWE",53
8,"BPONG100P2PWE",54
9,"BPONG100P2PWE",56
10,"BPONG100P2PWE",57
11,"BPONG100P2PWE",59
12,"BPONG100P2PWE",60
13,"BPONG100P2PWE",62
14,"BPONG100P2PWE",64
15,"BPONG100P2PWE",65
16,"BPONG100P2PWE",67
17,"BPONG100P2PWE",69
18,"BPONG100P2PWE",71
19,"BPONG100P2PWE",73
20,"BPONG100P2PWE",74
21,"BPONG100P2PWE",76
22,"BPONG100P2PWE",79
23,"BPONG100P2PWE",81
24,"BPONG100P2PWE",83
25,"BPONG100P2PWE",85
26,"BPONG100P2PWE",87
27,"BPONG100P2PWE",90
28,"BPONG100P2PWE",92
29,"BPONG100P2PWE",94
30,"BPONG100P2PWE",97
31,"BPONG100P2PWE",100
32,"BPONG100P2PWE",102
33,"BPONG100P2PWE",105
34,"BPONG100P2PWE",108
35,"BPONG100P2PWE",111
36,"BPONG100P2PWE",114
37,"BPONG100P2PWE",117
38,"BPONG100P2PWE",120
39,"BPONG100P2PWE",123
40,"BPONG100P2PWE",126
41,"BPONG100P2PWE",130
42,"BPONG100P2PWE",133
43,"BPONG100P2PWE",137
44,"BPONG100P2PWE",140
45,"BPONG100P2PWE",144
46,"BPONG100P2PWE",148
47,"BPONG100P2PWE",152
48,"BPONG100P2PWE",156
49,"BPONG100P2PWE",160
50,"BPONG100P2PWE",164
51,"BPONG100P2PWE",168
52,"BPONG100P2PWE",173
53,"BPONG100P2PWE",178
1,"BPONG10P2PWE",155
2,"BPONG10P2PWE",62
3,"BPONG10P2PWE",63
4,"BPONG10P2PWE",63
5,"BPONG10P2PWE",64
6,"BPONG10P2PWE",64
7,"BPONG10P2PWE",65
8,"BPONG10P2PWE",65
9,"BPONG10P2PWE",66
10,"BPONG10P2PWE",66
11,"BPONG10P2PWE",67
12,"BPONG10P2PWE",67
13,"BPONG10P2PWE",68
14,"BPONG10P2PWE",68
15,"BPONG10P2PWE",69
16,"BPONG10P2PWE",69
17,"BPONG10P2PWE",70
18,"BPONG10P2PWE",70
19,"BPONG10P2PWE",71
20,"BPONG10P2PWE",72
21,"BPONG10P2PWE",72
22,"BPONG10P2PWE",73
23,"BPONG10P2PWE",73
24,"BPONG10P2PWE",74
25,"BPONG10P2PWE",74
26,"BPONG10P2PWE",75
27,"BPONG10P2PWE",76
28,"BPONG10P2PWE",76
29,"BPONG10P2PWE",77
30,"BPONG10P2PWE",77
31,"BPONG10P2PWE",78
32,"BPONG10P2PWE",78
33,"BPONG10P2PWE",79
34,"BPONG10P2PWE",80
35,"BPONG10P2PWE",80
36,"BPONG10P2PWE",81
37,"BPONG10P2PWE",82
38,"BPONG10P2PWE",82
39,"BPONG10P2PWE",83
40,"BPONG10P2PWE",83
41,"BPONG10P2PWE",84
42,"BPONG10P2PWE",85
43,"BPONG10P2PWE",85
44,"BPONG10P2PWE",86
45,"BPONG10P2PWE",87
46,"BPONG10P2PWE",87
47,"BPONG10P2PWE",88
48,"BPONG10P2PWE",89
49,"BPONG10P2PWE",89
50,"BPONG10P2PWE",90
51,"BPONG10P2PWE",91
52,"BPONG10P2PWE",92
53,"BPONG10P2PWE",92
1,"BPONG1P2PWE",265
2,"BPONG1P2PWE",138
3,"BPONG1P2PWE",138
4,"BPONG1P2PWE",138
5,"BPONG1P2PWE",137
6,"BPONG1P2PWE",137
7,"BPONG1P2PWE",137
8,"BPONG1P2PWE",137
9,"BPONG1P2PWE",136
10,"BPONG1P2PWE",136
11,"BPONG1P2PWE",136
12,"BPONG1P2PWE",136
13,"BPONG1P2PWE",135
14,"BPONG1P2PWE",135
15,"BPONG1P2PWE",135
16,"BPONG1P2PWE",135
17,"BPONG1P2PWE",134
18,"BPONG1P2PWE",134
19,"BPONG1P2PWE",134
20,"BPONG1P2PWE",134
21,"BPONG1P2PWE",133
22,"BPONG1P2PWE",133
23,"BPONG1P2PWE",133
24,"BPONG1P2PWE",133
25,"BPONG1P2PWE",132
26,"BPONG1P2PWE",132
27,"BPONG1P2PWE",132
28,"BPONG1P2PWE",132
29,"BPONG1P2PWE",131
30,"BPONG1P2PWE",131
31,"BPONG1P2PWE",131
32,"BPONG1P2PWE",131
33,"BPONG1P2PWE",131
34,"BPONG1P2PWE",130
35,"BPONG1P2PWE",130
36,"BPONG1P2PWE",130
37,"BPONG1P2PWE",130
38,"BPONG1P2PWE",129
39,"BPONG1P2PWE",129
40,"BPONG1P2PWE",129
41,"BPONG1P2PWE",129
42,"BPONG1P2PWE",128
43,"BPONG1P2PWE",128
44,"BPONG1P2PWE",128
45,"BPONG1P2PWE",128
46,"BPONG1P2PWE",128
47,"BPONG1P2PWE",127
48,"BPONG1P2PWE",127
49,"BPONG1P2PWE",127
50,"BPONG1P2PWE",127
51,"BPONG1P2PWE",126
52,"BPONG1P2PWE",126
53,"BPONG1P2PWE",126
1,"BPONG25P2PWE",242
2,"BPONG25P2PWE",137
3,"BPONG25P2PWE",136
4,"BPONG25P2PWE",135
5,"BPONG25P2PWE",135
6,"BPONG25P2PWE",134
7,"BPONG25P2PWE",133
8,"BPONG25P2PWE",133
9,"BPONG25P2PWE",132
10,"BPONG25P2PWE",131
11,"BPONG25P2PWE",130
12,"BPONG25P2PWE",130
13,"BPONG25P2PWE",129
14,"BPONG25P2PWE",128
15,"BPONG25P2PWE",128
16,"BPONG25P2PWE",127
17,"BPONG25P2PWE",126
18,"BPONG25P2PWE",126
19,"BPONG25P2PWE",125
20,"BPONG25P2PWE",124
21,"BPONG25P2PWE",124
22,"BPONG25P2PWE",123
23,"BPONG25P2PWE",122
24,"BPONG25P2PWE",122
25,"BPONG25P2PWE",121
26,"BPONG25P2PWE",120
27,"BPONG25P2PWE",120
28,"BPONG25P2PWE",119
29,"BPONG25P2PWE",119
30,"BPONG25P2PWE",118
31,"BPONG25P2PWE",117
32,"BPONG25P2PWE",117
33,"BPONG25P2PWE",116
34,"BPONG25P2PWE",115
35,"BPONG25P2PWE",115
36,"BPONG25P2PWE",114
37,"BPONG25P2PWE",114
38,"BPONG25P2PWE",113
39,"BPONG25P2PWE",112
40,"BPONG25P2PWE",112
41,"BPONG25P2PWE",111
42,"BPONG25P2PWE",111
43,"BPONG25P2PWE",110
44,"BPONG25P2PWE",109
45,"BPONG25P2PWE",109
46,"BPONG25P2PWE",108
47,"BPONG25P2PWE",108
48,"BPONG25P2PWE",107
49,"BPONG25P2PWE",106
50,"BPONG25P2PWE",106
51,"BPONG25P2PWE",105
52,"BPONG25P2PWE",105
53,"BPONG25P2PWE",104
1,"BPONG50P2PWE",391
2,"BPONG50P2PWE",220
3,"BPONG50P2PWE",219
4,"BPONG50P2PWE",218
5,"BPONG50P2PWE",217
6,"BPONG50P2PWE",216
7,"BPONG50P2PWE",214
8,"BPONG50P2PWE",213
9,"BPONG50P2PWE",212
10,"BPONG50P2PWE",211
11,"BPONG50P2PWE",210
12,"BPONG50P2PWE",209
13,"BPONG50P2PWE",208
14,"BPONG50P2PWE",207
15,"BPONG50P2PWE",206
16,"BPONG50P2PWE",205
17,"BPONG50P2PWE",204
18,"BPONG50P2PWE",203
19,"BPONG50P2PWE",202
20,"BPONG50P2PWE",201
21,"BPONG50P2PWE",200
22,"BPONG50P2PWE",199
23,"BPONG50P2PWE",198
24,"BPONG50P2PWE",197
25,"BPONG50P2PWE",196
26,"BPONG50P2PWE",195
27,"BPONG50P2PWE",194
28,"BPONG50P2PWE",193
29,"BPONG50P2PWE",192
30,"BPONG50P2PWE",191
31,"BPONG50P2PWE",190
32,"BPONG50P2PWE",189
33,"BPONG50P2PWE",188
34,"BPONG50P2PWE",187
35,"BPONG50P2PWE",186
36,"BPONG50P2PWE",185
37,"BPONG50P2PWE",184
38,"BPONG50P2PWE",183
39,"BPONG50P2PWE",182
40,"BPONG50P2PWE",181
41,"BPONG50P2PWE",181
42,"BPONG50P2PWE",180
43,"BPONG50P2PWE",179
44,"BPONG50P2PWE",178
45,"BPONG50P2PWE",177
46,"BPONG50P2PWE",176
47,"BPONG50P2PWE",175
48,"BPONG50P2PWE",174
49,"BPONG50P2PWE",173
50,"BPONG50P2PWE",173
51,"BPONG50P2PWE",172
52,"BPONG50P2PWE",171
53,"BPONG50P2PWE",170
1,"C10PD912912",71
2,"C10PD912912",52
3,"C10PD912912",51
4,"C10PD912912",50
5,"C10PD912912",49
6,"C10PD912912",48
7,"C10PD912912",47
8,"C10PD912912",46
9,"C10PD912912",45
10,"C10PD912912",44
11,"C10PD912912",43
12,"C10PD912912",42
13,"C10PD912912",41
14,"C10PD912912",40
15,"C10PD912912",39
16,"C10PD912912",39
17,"C10PD912912",38
18,"C10PD912912",37
19,"C10PD912912",36
20,"C10PD912912",35
21,"C10PD912912",35
22,"C10PD912912",34
23,"C10PD912912",33
24,"C10PD912912",33
25,"C10PD912912",32
26,"C10PD912912",31
27,"C10PD912912",31
28,"C10PD912912",30
29,"C10PD912912",29
30,"C10PD912912",29
31,"C10PD912912",28
32,"C10PD912912",28
33,"C10PD912912",27
34,"C10PD912912",26
35,"C10PD912912",26
36,"C10PD912912",25
37,"C10PD912912",25
38,"C10PD912912",24
39,"C10PD912912",24
40,"C10PD912912",23
41,"C10PD912912",23
42,"C10PD912912",22
43,"C10PD912912",22
44,"C10PD912912",21
45,"C10PD912912",21
46,"C10PD912912",20
47,"C10PD912912",20
48,"C10PD912912",20
49,"C10PD912912",19
50,"C10PD912912",19
51,"C10PD912912",18
52,"C10PD912912",18
53,"C10PD912912",18
1,"CP14020RD03.562",78
2,"CP14020RD03.562",68
3,"CP14020RD03.562",65
4,"CP14020RD03.562",62
5,"CP14020RD03.562",59
6,"CP14020RD03.562",57
7,"CP14020RD03.562",54
8,"CP14020RD03.562",52
9,"CP14020RD03.562",50
10,"CP14020RD03.562",47
11,"CP14020RD03.562",45
12,"CP14020RD03.562",43
13,"CP14020RD03.562",42
14,"CP14020RD03.562",40
15,"CP14020RD03.562",38
16,"CP14020RD03.562",36
17,"CP14020RD03.562",35
18,"CP14020RD03.562",33
19,"CP14020RD03.562",32
20,"CP14020RD03.562",30
21,"CP14020RD03.562",29
22,"CP14020RD03.562",28
23,"CP14020RD03.562",27
24,"CP14020RD03.562",25
25,"CP14020RD03.562",24
26,"CP14020RD03.562",23
27,"CP14020RD03.562",22
28,"CP14020RD03.562",21
29,"CP14020RD03.562",20
30,"CP14020RD03.562",19
31,"CP14020RD03.562",18
32,"CP14020RD03.562",18
33,"CP14020RD03.562",17
34,"CP14020RD03.562",16
35,"CP14020RD03.562",15
36,"CP14020RD03.562",15
37,"CP14020RD03.562",14
38,"CP14020RD03.562",13
39,"CP14020RD03.562",13
40,"CP14020RD03.562",12
41,"CP14020RD03.562",12
42,"CP14020RD03.562",11
43,"CP14020RD03.562",11
44,"CP14020RD03.562",10
45,"CP14020RD03.562",10
46,"CP14020RD03.562",9
47,"CP14020RD03.562",9
48,"CP14020RD03.562",8
49,"CP14020RD03.562",8
50,"CP14020RD03.562",8
51,"CP14020RD03.562",7
52,"CP14020RD03.562",7
53,"CP14020RD03.562",7
1,"CP200-4.75",141
2,"CP200-4.75",19
3,"CP200-4.75",19
4,"CP200-4.75",20
5,"CP200-4.75",21
6,"CP200-4.75",22
7,"CP200-4.75",23
8,"CP200-4.75",23
9,"CP200-4.75",24
10,"CP200-4.75",25
11,"CP200-4.75",26
12,"CP200-4.75",27
13,"CP200-4.75",28
14,"CP200-4.75",29
15,"CP200-4.75",30
16,"CP200-4.75",31
17,"CP200-4.75",32
18,"CP200-4.75",34
19,"CP200-4.75",35
20,"CP200-4.75",36
21,"CP200-4.75",37
22,"CP200-4.75",39
23,"CP200-4.75",40
24,"CP200-4.75",42
25,"CP200-4.75",43
26,"CP200-4.75",45
27,"CP200-4.75",46
28,"CP200-4.75",48
29,"CP200-4.75",50
30,"CP200-4.75",52
31,"CP200-4.75",54
32,"CP200-4.75",56
33,"CP200-4.75",58
34,"CP200-4.75",60
35,"CP200-4.75",62
36,"CP200-4.75",64
37,"CP200-4.75",67
38,"CP200-4.75",69
39,"CP200-4.75",72
40,"CP200-4.75",74
41,"CP200-4.75",77
42,"CP200-4.75",80
43,"CP200-4.75",83
44,"CP200-4.75",86
45,"CP200-4.75",89
46,"CP200-4.75",92
47,"CP200-4.75",95
48,"CP200-4.75",99
49,"CP200-4.75",102
50,"CP200-4.75",106
51,"CP200-4.75",110
52,"CP200-4.75",114
53,"CP200-4.75",118
1,"CP9-A-12-15",54
2,"CP9-A-12-15",34
3,"CP9-A-12-15",34
4,"CP9-A-12-15",34
5,"CP9-A-12-15",33
6,"CP9-A-12-15",33
7,"CP9-A-12-15",33
8,"CP9-A-12-15",32
9,"CP9-A-12-15",32
10,"CP9-A-12-15",31
11,"CP9-A-12-15",31
12,"CP9-A-12-15",31
13,"CP9-A-12-15",30
14,"CP9-A-12-15",30
15,"CP9-A-12-15",30
16,"CP9-A-12-15",29
17,"CP9-A-12-15",29
18,"CP9-A-12-15",29
19,"CP9-A-12-15",28
20,"CP9-A-12-15",28
21,"CP9-A-12-15",28
22,"CP9-A-12-15",27
23,"CP9-A-12-15",27
24,"CP9-A-12-15",27
25,"CP9-A-12-15",27
26,"CP9-A-12-15",26
27,"CP9-A-12-15",26
28,"CP9-A-12-15",26
29,"CP9-A-12-15",25
30,"CP9-A-12-15",25
31,"CP9-A-12-15",25
32,"CP9-A-12-15",24
33,"CP9-A-12-15",24
34,"CP9-A-12-15",24
35,"CP9-A-12-15",24
36,"CP9-A-12-15",23
37,"CP9-A-12-15",23
38,"CP9-A-12-15",23
39,"CP9-A-12-15",23
40,"CP9-A-12-15",22
41,"CP9-A-12-15",22
42,"CP9-A-12-15",22
43,"CP9-A-12-15",22
44,"CP9-A-12-15",21
45,"CP9-A-12-15",21
46,"CP9-A-12-15",21
47,"CP9-A-12-15",21
48,"CP9-A-12-15",20
49,"CP9-A-12-15",20
50,"CP9-A-12-15",20
51,"CP9-A-12-15",20
52,"CP9-A-12-15",19
53,"CP9-A-12-15",19
1,"CSC-1014C-96010",149
2,"CSC-1014C-96010",43
3,"CSC-1014C-96010",43
4,"CSC-1014C-96010",44
5,"CSC-1014C-96010",45
6,"CSC-1014C-96010",46
7,"CSC-1014C-96010",47
8,"CSC-1014C-96010",47
9,"CSC-1014C-96010",48
10,"CSC-1014C-96010",49
11,"CSC-1014C-96010",50
12,"CSC-1014C-96010",51
13,"CSC-1014C-96010",52
14,"CSC-1014C-96010",53
15,"CSC-1014C-96010",54
16,"CSC-1014C-96010",55
17,"CSC-1014C-96010",56
18,"CSC-1014C-96010",57
19,"CSC-1014C-96010",58
20,"CSC-1014C-96010",59
21,"CSC-1014C-96010",60
22,"CSC-1014C-96010",61
23,"CSC-1014C-96010",62
24,"CSC-1014C-96010",63
25,"CSC-1014C-96010",64
26,"CSC-1014C-96010",65
27,"CSC-1014C-96010",66
28,"CSC-1014C-96010",68
29,"CSC-1014C-96010",69
30,"CSC-1014C-96010",70
31,"CSC-1014C-96010",71
32,"CSC-1014C-96010",72
33,"CSC-1014C-96010",74
34,"CSC-1014C-96010",75
35,"CSC-1014C-96010",76
36,"CSC-1014C-96010",78
37,"CSC-1014C-96010",79
38,"CSC-1014C-96010",81
39,"CSC-1014C-96010",82
40,"CSC-1014C-96010",83
41,"CSC-1014C-96010",85
42,"CSC-1014C-96010",86
43,"CSC-1014C-96010",88
44,"CSC-1014C-96010",90
45,"CSC-1014C-96010",91
46,"CSC-1014C-96010",93
47,"CSC-1014C-96010",94
48,"CSC-1014C-96010",96
49,"CSC-1014C-96010",98
50,"CSC-1014C-96010",100
51,"CSC-1014C-96010",101
52,"CSC-1014C-96010",103
53,"CSC-1014C-96010",105
1,"DP13-STD-16252",41
2,"DP13-STD-16252",13
3,"DP13-STD-16252",13
4,"DP13-STD-16252",14
5,"DP13-STD-16252",14
6,"DP13-STD-16252",14
7,"DP13-STD-16252",14
8,"DP13-STD-16252",14
9,"DP13-STD-16252",15
10,"DP13-STD-16252",15
11,"DP13-STD-16252",15
12,"DP13-STD-16252",15
13,"DP13-STD-16252",15
14,"DP13-STD-16252",16
15,"DP13-STD-16252",16
16,"DP13-STD-16252",16
17,"DP13-STD-16252",16
18,"DP13-STD-16252",17
19,"DP13-STD-16252",17
20,"DP13-STD-16252",17
21,"DP13-STD-16252",17
22,"DP13-STD-16252",17
23,"DP13-STD-16252",18
24,"DP13-STD-16252",18
25,"DP13-STD-16252",18
26,"DP13-STD-16252",18
27,"DP13-STD-16252",19
28,"DP13-STD-16252",19
29,"DP13-STD-16252",19
30,"DP13-STD-16252",20
31,"DP13-STD-16252",20
32,"DP13-STD-16252",20
33,"DP13-STD-16252",20
34,"DP13-STD-16252",21
35,"DP13-STD-16252",21
36,"DP13-STD-16252",21
37,"DP13-STD-16252",21
38,"DP13-STD-16252",22
39,"DP13-STD-16252",22
40,"DP13-STD-16252",22
41,"DP13-STD-16252",23
42,"DP13-STD-16252",23
43,"DP13-STD-16252",23
44,"DP13-STD-16252",24
45,"DP13-STD-16252",24
46,"DP13-STD-16252",24
47,"DP13-STD-16252",25
48,"DP13-STD-16252",25
49,"DP13-STD-16252",25
50,"DP13-STD-16252",26
51,"DP13-STD-16252",26
52,"DP13-STD-16252",26
53,"DP13-STD-16252",27
1,"DP13-STD-20202",65
2,"DP13-STD-20202",46
3,"DP13-STD-20202",45
4,"DP13-STD-20202",44
5,"DP13-STD-20202",43
6,"DP13-STD-20202",43
7,"DP13-STD-20202",42
8,"DP13-STD-20202",41
9,"DP13-STD-20202",40
10,"DP13-STD-20202",40
11,"DP13-STD-20202",39
12,"DP13-STD-20202",38
13,"DP13-STD-20202",38
14,"DP13-STD-20202",37
15,"DP13-STD-20202",36
16,"DP13-STD-20202",36
17,"DP13-STD-20202",35
18,"DP13-STD-20202",34
19,"DP13-STD-20202",34
20,"DP13-STD-20202",33
21,"DP13-STD-20202",33
22,"DP13-STD-20202",32
23,"DP13-STD-20202",31
24,"DP13-STD-20202",31
25,"DP13-STD-20202",30
26,"DP13-STD-20202",30
27,"DP13-STD-20202",29
28,"DP13-STD-20202",29
29,"DP13-STD-20202",28
30,"DP13-STD-20202",28
31,"DP13-STD-20202",27
32,"DP13-STD-20202",27
33,"DP13-STD-20202",26
34,"DP13-STD-20202",26
35,"DP13-STD-20202",25
36,"DP13-STD-20202",25
37,"DP13-STD-20202",24
38,"DP13-STD-20202",24
39,"DP13-STD-20202",24
40,"DP13-STD-20202",23
41,"DP13-STD-20202",23
42,"DP13-STD-20202",22
43,"DP13-STD-20202",22
44,"DP13-STD-20202",22
45,"DP13-STD-20202",21
46,"DP13-STD-20202",21
47,"DP13-STD-20202",20
48,"DP13-STD-20202",20
49,"DP13-STD-20202",20
50,"DP13-STD-20202",19
51,"DP13-STD-20202",19
52,"DP13-STD-20202",19
53,"DP13-STD-20202",18
1,"DP13-STD-20252",37
2,"DP13-STD-20252",22
3,"DP13-STD-20252",22
4,"DP13-STD-20252",22
5,"DP13-STD-20252",22
6,"DP13-STD-20252",22
7,"DP13-STD-20252",21
8,"DP13-STD-20252",21
9,"DP13-STD-20252",21
10,"DP13-STD-20252",21
11,"DP13-STD-20252",21
12,"DP13-STD-20252",21
13,"DP13-STD-20252",20
14,"DP13-STD-20252",20
15,"DP13-STD-20252",20
16,"DP13-STD-20252",20
17,"DP13-STD-20252",20
18,"DP13-STD-20252",20
19,"DP13-STD-20252",19
20,"DP13-STD-20252",19
21,"DP13-STD-20252",19
22,"DP13-STD-20252",19
23,"DP13-STD-20252",19
24,"DP13-STD-20252",19
25,"DP13-STD-20252",18
26,"DP13-STD-20252",18
27,"DP13-STD-20252",18
28,"DP13-STD-20252",18
29,"DP13-STD-20252",18
30,"DP13-STD-20252",18
31,"DP13-STD-20252",17
32,"DP13-STD-20252",17
33,"DP13-STD-20252",17
34,"DP13-STD-20252",17
35,"DP13-STD-20252",17
36,"DP13-STD-20252",17
37,"DP13-STD-20252",17
38,"DP13-STD-20252",16
39,"DP13-STD-20252",16
40,"DP13-STD-20252",16
41,"DP13-STD-20252",16
42,"DP13-STD-20252",16
43,"DP13-STD-20252",16
44,"DP13-STD-20252",16
45,"DP13-STD-20252",16
46,"DP13-STD-20252",15
47,"DP13-STD-20252",15
48,"DP13-STD-20252",15
49,"DP13-STD-20252",15
50,"DP13-STD-20252",15
51,"DP13-STD-20252",15
52,"DP13-STD-20252",15
53,"DP13-STD-20252",14
1,"DP13-STD-24242",57
2,"DP13-STD-24242",39
3,"DP13-STD-24242",38
4,"DP13-STD-24242",38
5,"DP13-STD-24242",37
6,"DP13-STD-24242",37
7,"DP13-STD-24242",36
8,"DP13-STD-24242",35
9,"DP13-STD-24242",35
10,"DP13-STD-24242",34
11,"DP13-STD-24242",34
12,"DP13-STD-24242",33
13,"DP13-STD-24242",33
14,"DP13-STD-24242",32
15,"DP13-STD-24242",32
16,"DP13-STD-24242",31
17,"DP13-STD-24242",31
18,"DP13-STD-24242",30
19,"DP13-STD-24242",30
20,"DP13-STD-24242",29
21,"DP13-STD-24242",29
22,"DP13-STD-24242",29
23,"DP13-STD-24242",28
24,"DP13-STD-24242",28
25,"DP13-STD-24242",27
26,"DP13-STD-24242",27
27,"DP13-STD-24242",26
28,"DP13-STD-24242",26
29,"DP13-STD-24242",26
30,"DP13-STD-24242",25
